Episode,Score,Lines_Cleared,Epsilon
1,0,0,1.0
2,0,0,0.9995
3,0,0,0.9990002500000001
4,0,0,0.9985007498750001
5,0,0,0.9980014995000627
6,0,0,0.9975024987503127
7,0,0,0.9970037475009376
8,0,0,0.9965052456271871
9,0,0,0.9960069930043736
10,0,0,0.9955089895078715
11,0,0,0.9950112350131176
12,80,2,0.9945137293956111
13,0,0,0.9940164725309134
14,0,0,0.993519464294648
15,0,0,0.9930227045625007
16,0,0,0.9925261932102195
17,0,0,0.9920299301136144
18,0,0,0.9915339151485576
19,0,0,0.9910381481909833
20,0,0,0.990542629116888
21,0,0,0.9900473578023296
22,0,0,0.9895523341234285
23,0,0,0.9890575579563669
24,0,0,0.9885630291773887
25,0,0,0.9880687476628001
26,0,0,0.9875747132889687
27,0,0,0.9870809259323243
28,0,0,0.9865873854693582
29,0,0,0.9860940917766235
30,0,0,0.9856010447307353
31,80,2,0.98510824420837
32,0,0,0.9846156900862658
33,0,0,0.9841233822412228
34,0,0,0.9836313205501022
35,0,0,0.9831395048898272
36,0,0,0.9826479351373822
37,0,0,0.9821566111698136
38,0,0,0.9816655328642288
39,0,0,0.9811747000977967
40,0,0,0.9806841127477479
41,0,0,0.9801937706913741
42,0,0,0.9797036738060285
43,40,1,0.9792138219691255
44,0,0,0.978724215058141
45,0,0,0.978234852950612
46,40,1,0.9777457355241367
47,0,0,0.9772568626563747
48,0,0,0.9767682342250465
49,0,0,0.976279850107934
50,0,0,0.9757917101828801
51,0,0,0.9753038143277888
52,0,0,0.974816162420625
53,0,0,0.9743287543394147
54,0,0,0.973841589962245
55,40,1,0.973354669167264
56,0,0,0.9728679918326804
57,0,0,0.972381557836764
58,0,0,0.9718953670578457
59,0,0,0.9714094193743169
60,0,0,0.9709237146646298
61,0,0,0.9704382528072976
62,0,0,0.9699530336808939
63,0,0,0.9694680571640535
64,0,0,0.9689833231354715
65,0,0,0.9684988314739038
66,0,0,0.9680145820581669
67,0,0,0.9675305747671379
68,0,0,0.9670468094797544
69,0,0,0.9665632860750146
70,0,0,0.9660800044319772
71,0,0,0.9655969644297613
72,0,0,0.9651141659475465
73,0,0,0.9646316088645728
74,0,0,0.9641492930601405
75,0,0,0.9636672184136105
76,40,1,0.9631853848044037
77,0,0,0.9627037921120016
78,0,0,0.9622224402159457
79,0,0,0.9617413289958378
80,0,0,0.9612604583313399
81,0,0,0.9607798281021742
82,0,0,0.9602994381881231
83,40,1,0.9598192884690291
84,0,0,0.9593393788247946
85,0,0,0.9588597091353822
86,0,0,0.9583802792808146
87,0,0,0.9579010891411742
88,0,0,0.9574221385966036
89,0,0,0.9569434275273054
90,0,0,0.9564649558135419
91,0,0,0.9559867233356352
92,0,0,0.9555087299739674
93,0,0,0.9550309756089804
94,0,0,0.954553460121176
95,0,0,0.9540761833911156
96,40,1,0.95359914529942
97,0,0,0.9531223457267703
98,0,0,0.952645784553907
99,0,0,0.9521694616616301
100,40,1,0.9516933769307994
101,0,0,0.951217530242334
102,0,0,0.9507419214772129
103,140,3,0.9502665505164744
104,0,0,0.9497914172412162
105,0,0,0.9493165215325956
106,0,0,0.9488418632718294
107,80,2,0.9483674423401935
108,40,1,0.9478932586190235
109,0,0,0.9474193119897141
110,0,0,0.9469456023337193
111,0,0,0.9464721295325524
112,40,1,0.9459988934677862
113,0,0,0.9455258940210524
114,0,0,0.9450531310740419
115,0,0,0.9445806045085049
116,0,0,0.9441083142062507
117,0,0,0.9436362600491477
118,0,0,0.9431644419191232
119,0,0,0.9426928596981636
120,0,0,0.9422215132683146
121,0,0,0.9417504025116805
122,0,0,0.9412795273104247
123,40,1,0.9408088875467696
124,0,0,0.9403384831029963
125,0,0,0.9398683138614449
126,40,1,0.9393983797045142
127,0,0,0.938928680514662
128,0,0,0.9384592161744048
129,0,0,0.9379899865663176
130,0,0,0.9375209915730345
131,0,0,0.937052231077248
132,0,0,0.9365837049617094
133,0,0,0.9361154131092286
134,0,0,0.9356473554026741
135,0,0,0.9351795317249728
136,0,0,0.9347119419591103
137,0,0,0.9342445859881309
138,0,0,0.9337774636951368
139,0,0,0.9333105749632893
140,0,0,0.9328439196758077
141,0,0,0.9323774977159699
142,0,0,0.9319113089671119
143,0,0,0.9314453533126285
144,0,0,0.9309796306359722
145,0,0,0.9305141408206543
146,0,0,0.9300488837502441
147,0,0,0.9295838593083691
148,40,1,0.929119067378715
149,0,0,0.9286545078450257
150,0,0,0.9281901805911033
151,0,0,0.9277260855008077
152,0,0,0.9272622224580573
153,0,0,0.9267985913468284
154,0,0,0.926335192051155
155,0,0,0.9258720244551295
156,0,0,0.925409088442902
157,0,0,0.9249463838986807
158,0,0,0.9244839107067314
159,0,0,0.9240216687513781
160,0,0,0.9235596579170025
161,0,0,0.923097878088044
162,0,0,0.9226363291490001
163,0,0,0.9221750109844257
164,0,0,0.9217139234789336
165,0,0,0.9212530665171942
166,40,1,0.9207924399839357
167,0,0,0.9203320437639437
168,0,0,0.9198718777420618
169,0,0,0.9194119418031909
170,0,0,0.9189522358322894
171,0,0,0.9184927597143733
172,0,0,0.9180335133345161
173,0,0,0.917574496577849
174,0,0,0.9171157093295601
175,0,0,0.9166571514748953
176,0,0,0.916198822899158
177,0,0,0.9157407234877085
178,80,2,0.9152828531259647
179,0,0,0.9148252116994018
180,0,0,0.9143677990935521
181,0,0,0.9139106151940054
182,40,1,0.9134536598864085
183,0,0,0.9129969330564653
184,0,0,0.9125404345899372
185,0,0,0.9120841643726423
186,0,0,0.911628122290456
187,0,0,0.9111723082293108
188,0,0,0.9107167220751963
189,0,0,0.9102613637141588
190,0,0,0.9098062330323018
191,40,1,0.9093513299157857
192,40,1,0.9088966542508279
193,0,0,0.9084422059237025
194,0,0,0.9079879848207407
195,0,0,0.9075339908283304
196,40,1,0.9070802238329163
197,0,0,0.9066266837209999
198,0,0,0.9061733703791394
199,0,0,0.9057202836939499
200,0,0,0.9052674235521029
201,0,0,0.9048147898403269
202,0,0,0.9043623824454068
203,0,0,0.9039102012541841
204,0,0,0.9034582461535571
205,0,0,0.9030065170304803
206,0,0,0.9025550137719651
207,120,3,0.9021037362650792
208,0,0,0.9016526843969468
