condition,seed,score,lines,pieces,truncated
fill_height_col_5,82,740.0,17,83,False
fill_height_col_5,83,980.0,23,97,False
fill_height_col_5,84,1040.0,20,90,False
fill_height_col_5,85,1760.0,29,112,False
fill_height_col_5,86,840.0,19,87,False
fill_height_col_5,87,440.0,10,63,False
fill_height_col_5,88,960.0,19,88,False
fill_height_col_5,89,780.0,15,77,False
fill_height_col_5,90,580.0,14,71,False
fill_height_col_5,91,200.0,5,51,False
fill_height_col_5,92,0.0,0,34,False
fill_height_col_5,93,360.0,8,60,False
fill_height_col_5,94,0.0,0,37,False
fill_height_col_5,95,740.0,13,69,False
fill_height_col_5,96,40.0,1,40,False
fill_height_col_5,97,2440.0,25,103,False
fill_height_col_5,98,80.0,2,41,False
fill_height_col_5,99,80.0,2,43,False
fill_height_col_6,0,380.0,9,59,False
fill_height_col_6,1,80.0,2,45,False
fill_height_col_6,2,40.0,1,40,False
fill_height_col_6,3,80.0,2,39,False
fill_height_col_6,4,500.0,12,69,False
fill_height_col_6,5,180.0,4,50,False
fill_height_col_6,6,260.0,6,52,False
fill_height_col_6,7,240.0,6,49,False
fill_height_col_6,8,1980.0,41,142,False
fill_height_col_6,9,700.0,16,81,False
fill_height_col_6,10,320.0,7,55,False
fill_height_col_6,11,340.0,8,59,False
fill_height_col_6,12,640.0,15,77,False
fill_height_col_6,13,240.0,6,52,False
fill_height_col_6,14,340.0,8,56,False
fill_height_col_6,15,40.0,1,36,False
fill_height_col_6,16,1420.0,28,109,False
fill_height_col_6,17,300.0,7,57,False
fill_height_col_6,18,0.0,0,35,False
fill_height_col_6,19,2820.0,39,137,False
fill_height_col_6,20,40.0,1,39,False
fill_height_col_6,21,720.0,17,81,False
fill_height_col_6,22,1740.0,36,128,False
fill_height_col_6,23,80.0,2,42,False
fill_height_col_6,24,640.0,15,77,False
fill_height_col_6,25,620.0,15,76,False
fill_height_col_6,26,660.0,11,62,False
fill_height_col_6,27,1460.0,31,119,False
fill_height_col_6,28,40.0,1,41,False
fill_height_col_6,29,80.0,2,43,False
fill_height_col_6,30,460.0,10,64,False
fill_height_col_6,31,660.0,14,75,False
fill_height_col_6,32,0.0,0,39,False
fill_height_col_6,33,1980.0,22,96,False
fill_height_col_6,34,220.0,5,51,False
fill_height_col_6,35,900.0,22,96,False
fill_height_col_6,36,40.0,1,41,False
fill_height_col_6,37,920.0,13,73,False
fill_height_col_6,38,660.0,12,72,False
fill_height_col_6,39,1340.0,27,108,False
fill_height_col_6,40,480.0,12,68,False
fill_height_col_6,41,0.0,0,38,False
fill_height_col_6,42,260.0,6,55,False
fill_height_col_6,43,2540.0,31,115,False
fill_height_col_6,44,840.0,16,81,False
fill_height_col_6,45,1020.0,19,86,False
fill_height_col_6,46,40.0,1,40,False
fill_height_col_6,47,960.0,22,94,False
fill_height_col_6,48,180.0,4,48,False
fill_height_col_6,49,440.0,10,62,False
fill_height_col_6,50,2360.0,47,158,False
fill_height_col_6,51,580.0,14,74,False
fill_height_col_6,52,0.0,0,39,False
fill_height_col_6,53,1420.0,21,92,False
fill_height_col_6,54,840.0,15,74,False
fill_height_col_6,55,0.0,0,36,False
fill_height_col_6,56,80.0,2,42,False
fill_height_col_6,57,140.0,3,40,False
fill_height_col_6,58,160.0,4,48,False
fill_height_col_6,59,300.0,3,48,False
fill_height_col_6,60,380.0,9,62,False
fill_height_col_6,61,380.0,9,61,False
fill_height_col_6,62,0.0,0,40,False
fill_height_col_6,63,260.0,6,56,False
fill_height_col_6,64,520.0,12,67,False
fill_height_col_6,65,460.0,7,54,False
fill_height_col_6,66,260.0,6,51,False
fill_height_col_6,67,700.0,12,67,False
fill_height_col_6,68,200.0,5,50,False
fill_height_col_6,69,220.0,5,52,False
fill_height_col_6,70,180.0,4,49,False
fill_height_col_6,71,560.0,9,61,False
fill_height_col_6,72,820.0,19,86,False
fill_height_col_6,73,80.0,2,46,False
fill_height_col_6,74,40.0,1,41,False
fill_height_col_6,75,740.0,18,85,False
fill_height_col_6,76,440.0,6,53,False
fill_height_col_6,77,120.0,3,45,False
fill_height_col_6,78,440.0,10,63,False
fill_height_col_6,79,620.0,11,68,False
fill_height_col_6,80,720.0,16,77,False
fill_height_col_6,81,300.0,7,56,False
fill_height_col_6,82,900.0,21,91,False
fill_height_col_6,83,340.0,8,60,False
fill_height_col_6,84,1720.0,16,79,False
fill_height_col_6,85,900.0,20,92,False
fill_height_col_6,86,520.0,12,69,False
fill_height_col_6,87,580.0,13,71,False
fill_height_col_6,88,160.0,4,50,False
fill_height_col_6,89,720.0,17,81,False
fill_height_col_6,90,120.0,3,47,False
fill_height_col_6,91,240.0,6,54,False
fill_height_col_6,92,80.0,2,46,False
fill_height_col_6,93,740.0,14,73,False
fill_height_col_6,94,240.0,6,54,False
fill_height_col_6,95,380.0,9,62,False
fill_height_col_6,96,80.0,2,44,False
fill_height_col_6,97,880.0,16,77,False
fill_height_col_6,98,300.0,7,54,False
fill_height_col_6,99,360.0,8,57,False
fill_height_col_7,0,420.0,10,64,False
fill_height_col_7,1,440.0,6,51,False
fill_height_col_7,2,220.0,5,51,False
fill_height_col_7,3,1920.0,40,139,False
fill_height_col_7,4,780.0,13,72,False
fill_height_col_7,5,240.0,5,51,False
fill_height_col_7,6,2340.0,45,153,False
fill_height_col_7,7,1120.0,17,83,False
fill_height_col_7,8,1060.0,21,92,False
fill_height_col_7,9,0.0,0,34,False
fill_height_col_7,10,40.0,1,40,False
fill_height_col_7,11,500.0,12,67,False
fill_height_col_7,12,700.0,16,79,False
fill_height_col_7,13,860.0,21,90,False
fill_height_col_7,14,360.0,9,59,False
fill_height_col_7,15,180.0,4,48,False
fill_height_col_7,16,260.0,6,51,False
fill_height_col_7,17,380.0,9,61,False
fill_height_col_7,18,40.0,1,42,False
fill_height_col_7,19,260.0,6,56,False
fill_height_col_7,20,340.0,8,60,False
fill_height_col_7,21,520.0,12,67,False
fill_height_col_7,22,280.0,6,56,False
fill_height_col_7,23,280.0,6,54,False
fill_height_col_7,24,1040.0,23,95,False
fill_height_col_7,25,0.0,0,41,False
fill_height_col_7,26,220.0,5,50,False
fill_height_col_7,27,820.0,20,88,False
fill_height_col_7,28,160.0,4,46,False
fill_height_col_7,29,180.0,4,46,False
fill_height_col_7,30,200.0,4,50,False
fill_height_col_7,31,460.0,7,56,False
fill_height_col_7,32,80.0,2,44,False
fill_height_col_7,33,180.0,4,50,False
fill_height_col_7,34,480.0,11,65,False
fill_height_col_7,35,960.0,22,94,False
fill_height_col_7,36,40.0,1,39,False
fill_height_col_7,37,420.0,10,64,False
fill_height_col_7,38,220.0,5,54,False
fill_height_col_7,39,420.0,10,64,False
fill_height_col_7,40,40.0,1,41,False
fill_height_col_7,41,120.0,3,47,False
fill_height_col_7,42,80.0,2,39,False
fill_height_col_7,43,200.0,5,52,False
fill_height_col_7,44,1400.0,28,109,False
fill_height_col_7,45,80.0,2,43,False
fill_height_col_7,46,2600.0,40,141,False
fill_height_col_7,47,280.0,7,56,False
fill_height_col_7,48,440.0,10,63,False
fill_height_col_7,49,40.0,1,39,False
fill_height_col_7,50,780.0,18,84,False
fill_height_col_7,51,180.0,4,47,False
fill_height_col_7,52,0.0,0,39,False
fill_height_col_7,53,500.0,12,71,False
fill_height_col_7,54,120.0,3,44,False
fill_height_col_7,55,0.0,0,37,False
fill_height_col_7,56,80.0,2,44,False
fill_height_col_7,57,300.0,7,56,False
fill_height_col_7,58,260.0,6,54,False
fill_height_col_7,59,420.0,10,66,False
fill_height_col_7,60,100.0,2,44,False
fill_height_col_7,61,180.0,4,52,False
fill_height_col_7,62,40.0,1,40,False
fill_height_col_7,63,0.0,0,40,False
fill_height_col_7,64,480.0,11,67,False
fill_height_col_7,65,860.0,21,87,False
fill_height_col_7,66,480.0,11,67,False
fill_height_col_7,67,80.0,2,44,False
fill_height_col_7,68,560.0,9,55,False
fill_height_col_7,69,980.0,23,95,False
fill_height_col_7,70,1960.0,18,83,False
fill_height_col_7,71,400.0,9,60,False
fill_height_col_7,72,1320.0,31,115,False
fill_height_col_7,73,540.0,13,70,False
fill_height_col_7,74,40.0,1,40,False
fill_height_col_7,75,240.0,6,55,False
fill_height_col_7,76,600.0,14,72,False
fill_height_col_7,77,1100.0,25,102,False
fill_height_col_7,78,40.0,1,39,False
fill_height_col_7,79,1240.0,29,114,False
fill_height_col_7,80,0.0,0,36,False
fill_height_col_7,81,120.0,3,44,False
fill_height_col_7,82,400.0,10,64,False
fill_height_col_7,83,140.0,3,47,False
fill_height_col_7,84,760.0,14,74,False
fill_height_col_7,85,300.0,7,57,False
fill_height_col_7,86,1500.0,11,65,False
fill_height_col_7,87,380.0,9,62,False
fill_height_col_7,88,400.0,9,62,False
fill_height_col_7,89,40.0,1,42,False
fill_height_col_7,90,700.0,12,70,False
fill_height_col_7,91,700.0,17,84,False
fill_height_col_7,92,0.0,0,32,False
fill_height_col_7,93,360.0,9,63,False
fill_height_col_7,94,380.0,9,60,False
fill_height_col_7,95,320.0,8,57,False
fill_height_col_7,96,140.0,3,45,False
fill_height_col_7,97,1100.0,25,103,False
fill_height_col_7,98,360.0,8,57,False
fill_height_col_7,99,1620.0,14,75,False
fill_height_col_8,0,0.0,0,35,False
fill_height_col_8,1,80.0,2,43,False
fill_height_col_8,2,0.0,0,36,False
fill_height_col_8,3,560.0,9,64,False
fill_height_col_8,4,80.0,2,47,False
fill_height_col_8,5,440.0,11,65,False
fill_height_col_8,6,1820.0,34,125,False
fill_height_col_8,7,420.0,9,64,False
fill_height_col_8,8,1620.0,35,127,False
fill_height_col_8,9,3440.0,43,147,False
fill_height_col_8,10,600.0,14,75,False
fill_height_col_8,11,180.0,4,47,False
fill_height_col_8,12,920.0,14,75,False
fill_height_col_8,13,300.0,7,55,False
fill_height_col_8,14,380.0,9,62,False
fill_height_col_8,15,100.0,2,41,False
fill_height_col_8,16,240.0,5,51,False
fill_height_col_8,17,1340.0,23,97,False
fill_height_col_8,18,100.0,2,41,False
fill_height_col_8,19,520.0,8,61,False
fill_height_col_8,20,160.0,4,48,False
fill_height_col_8,21,80.0,2,44,False
fill_height_col_8,22,1340.0,27,108,False
fill_height_col_8,23,140.0,3,44,False
fill_height_col_8,24,1080.0,21,90,False
fill_height_col_8,25,40.0,1,42,False
fill_height_col_8,26,0.0,0,40,False
fill_height_col_8,27,520.0,12,71,False
fill_height_col_8,28,0.0,0,33,False
fill_height_col_8,29,300.0,7,54,False
fill_height_col_8,30,840.0,20,89,False
fill_height_col_8,31,440.0,11,67,False
fill_height_col_8,32,440.0,10,64,False
fill_height_col_8,33,2440.0,43,146,False
fill_height_col_8,34,340.0,8,58,False
fill_height_col_8,35,620.0,15,79,False
fill_height_col_8,36,140.0,3,47,False
fill_height_col_8,37,100.0,2,43,False
fill_height_col_8,38,120.0,3,47,False
fill_height_col_8,39,500.0,11,66,False
fill_height_col_8,40,520.0,8,60,False
fill_height_col_8,41,1460.0,10,64,False
fill_height_col_8,42,1460.0,34,124,False
fill_height_col_8,43,80.0,2,41,False
fill_height_col_8,44,560.0,9,61,False
fill_height_col_8,45,80.0,2,43,False
fill_height_col_8,46,680.0,12,68,False
fill_height_col_8,47,120.0,3,42,False
fill_height_col_8,48,80.0,2,42,False
fill_height_col_8,49,0.0,0,36,False
fill_height_col_8,50,220.0,5,51,False
fill_height_col_8,51,580.0,9,60,False
fill_height_col_8,52,240.0,6,52,False
fill_height_col_8,53,40.0,1,40,False
fill_height_col_8,54,0.0,0,33,False
fill_height_col_8,55,540.0,12,70,False
fill_height_col_8,56,420.0,10,65,False
fill_height_col_8,57,120.0,3,46,False
fill_height_col_8,58,480.0,11,67,False
fill_height_col_8,59,500.0,12,71,False
fill_height_col_8,60,120.0,3,45,False
fill_height_col_8,61,500.0,8,57,False
fill_height_col_8,62,800.0,19,88,False
fill_height_col_8,63,840.0,18,82,False
fill_height_col_8,64,380.0,9,60,False
fill_height_col_8,65,360.0,8,59,False
fill_height_col_8,66,80.0,2,46,False
fill_height_col_8,67,340.0,8,60,False
fill_height_col_8,68,320.0,8,62,False
fill_height_col_8,69,1060.0,25,103,False
fill_height_col_8,70,80.0,2,44,False
fill_height_col_8,71,0.0,0,33,False
fill_height_col_8,72,40.0,1,43,False
fill_height_col_8,73,280.0,7,53,False
fill_height_col_8,74,180.0,4,47,False
fill_height_col_8,75,400.0,10,61,False
fill_height_col_8,76,180.0,4,49,False
fill_height_col_8,77,1820.0,31,118,False
fill_height_col_8,78,80.0,2,42,False
fill_height_col_8,79,2440.0,33,125,False
fill_height_col_8,80,640.0,11,63,False
fill_height_col_8,81,80.0,2,40,False
fill_height_col_8,82,300.0,7,55,False
fill_height_col_8,83,260.0,6,50,False
fill_height_col_8,84,1000.0,20,89,False
fill_height_col_8,85,540.0,13,72,False
fill_height_col_8,86,440.0,6,52,False
fill_height_col_8,87,120.0,3,46,False
fill_height_col_8,88,320.0,7,56,False
fill_height_col_8,89,0.0,0,35,False
fill_height_col_8,90,1940.0,21,92,False
fill_height_col_8,91,620.0,10,63,False
fill_height_col_8,92,760.0,18,82,False
fill_height_col_8,93,900.0,21,92,False
fill_height_col_8,94,80.0,2,42,False
fill_height_col_8,95,80.0,2,44,False
fill_height_col_8,96,200.0,5,51,False
fill_height_col_8,97,180.0,4,48,False
fill_height_col_8,98,120.0,3,46,False
fill_height_col_8,99,820.0,19,88,False
fill_height_col_9,0,500.0,12,70,False
fill_height_col_9,1,2940.0,45,152,False
fill_height_col_9,2,520.0,12,70,False
fill_height_col_9,3,140.0,3,44,False
fill_height_col_9,4,2060.0,48,161,False
fill_height_col_9,5,100.0,2,43,False
fill_height_col_9,6,200.0,5,46,False
fill_height_col_9,7,460.0,11,68,False
fill_height_col_9,8,2160.0,49,163,False
fill_height_col_9,9,1960.0,22,95,False
fill_height_col_9,10,120.0,3,45,False
fill_height_col_9,11,1920.0,40,140,False
fill_height_col_9,12,940.0,22,95,False
fill_height_col_9,13,1140.0,14,76,False
fill_height_col_9,14,1900.0,32,119,False
fill_height_col_9,15,80.0,2,45,False
fill_height_col_9,16,1700.0,15,76,False
fill_height_col_9,17,40.0,1,40,False
fill_height_col_9,18,180.0,4,48,False
fill_height_col_9,19,1500.0,11,67,False
fill_height_col_9,20,960.0,19,88,False
fill_height_col_9,21,300.0,7,58,False
fill_height_col_9,22,320.0,8,58,False
fill_height_col_9,23,120.0,3,44,False
fill_height_col_9,24,640.0,11,66,False
fill_height_col_9,25,1100.0,25,103,False
fill_height_col_9,26,0.0,0,38,False
fill_height_col_9,27,40.0,1,40,False
fill_height_col_9,28,0.0,0,31,False
fill_height_col_9,29,120.0,3,46,False
fill_height_col_9,30,960.0,15,77,False
fill_height_col_9,31,1120.0,18,83,False
fill_height_col_9,32,2600.0,32,120,False
fill_height_col_9,33,380.0,9,58,False
fill_height_col_9,34,0.0,0,39,False
fill_height_col_9,35,1360.0,8,58,False
fill_height_col_9,36,140.0,3,45,False
fill_height_col_9,37,280.0,7,49,False
fill_height_col_9,38,780.0,18,85,False
fill_height_col_9,39,720.0,13,70,False
fill_height_col_9,40,1220.0,25,101,False
fill_height_col_9,41,700.0,12,69,False
fill_height_col_9,42,2020.0,39,136,False
fill_height_col_9,43,460.0,11,64,False
fill_height_col_9,44,120.0,3,44,False
fill_height_col_9,45,620.0,11,66,False
fill_height_col_9,46,140.0,3,46,False
fill_height_col_9,47,2440.0,33,122,False
fill_height_col_9,48,380.0,5,51,False
fill_height_col_9,49,440.0,6,49,False
fill_height_col_9,50,2260.0,29,114,False
fill_height_col_9,51,0.0,0,35,False
fill_height_col_9,52,240.0,6,52,False
fill_height_col_9,53,640.0,14,73,False
fill_height_col_9,54,80.0,2,42,False
fill_height_col_9,55,280.0,6,54,False
fill_height_col_9,56,240.0,5,54,False
fill_height_col_9,57,160.0,4,46,False
fill_height_col_9,58,480.0,11,67,False
fill_height_col_9,59,300.0,6,51,False
fill_height_col_9,60,1020.0,19,85,False
fill_height_col_9,61,340.0,8,63,False
fill_height_col_9,62,80.0,2,40,False
fill_height_col_9,63,620.0,11,68,False
fill_height_col_9,64,660.0,15,77,False
fill_height_col_9,65,280.0,7,53,False
fill_height_col_9,66,200.0,5,51,False
fill_height_col_9,67,1300.0,26,103,False
fill_height_col_9,68,40.0,1,41,False
fill_height_col_9,69,180.0,4,48,False
fill_height_col_9,70,540.0,12,70,False
fill_height_col_9,71,560.0,14,75,False
fill_height_col_9,72,0.0,0,35,False
fill_height_col_9,73,980.0,19,86,False
fill_height_col_9,74,120.0,3,47,False
fill_height_col_9,75,220.0,5,53,False
fill_height_col_9,76,980.0,19,86,False
fill_height_col_9,77,280.0,7,54,False
fill_height_col_9,78,0.0,0,38,False
fill_height_col_9,79,1440.0,30,114,False
fill_height_col_9,80,0.0,0,38,False
fill_height_col_9,81,40.0,1,39,False
fill_height_col_9,82,220.0,5,51,False
fill_height_col_9,83,120.0,3,46,False
fill_height_col_9,84,560.0,13,71,False
fill_height_col_9,85,1340.0,30,114,False
fill_height_col_9,86,1060.0,25,103,False
fill_height_col_9,87,440.0,6,51,False
fill_height_col_9,88,1320.0,26,104,False
fill_height_col_9,89,1120.0,23,98,False
fill_height_col_9,90,540.0,13,71,False
fill_height_col_9,91,80.0,2,46,False
fill_height_col_9,92,40.0,1,38,False
fill_height_col_9,93,1100.0,24,101,False
fill_height_col_9,94,460.0,11,64,False
fill_height_col_9,95,100.0,2,42,False
fill_height_col_9,96,620.0,15,74,False
fill_height_col_9,97,200.0,5,52,False
fill_height_col_9,98,3740.0,62,193,False
fill_height_col_9,99,1520.0,36,128,False
total_holeyness,0,260.0,6,54,False
total_holeyness,1,220.0,5,53,False
total_holeyness,2,280.0,6,55,False
total_holeyness,3,240.0,6,56,False
total_holeyness,4,440.0,11,69,False
total_holeyness,5,3080.0,48,158,False
total_holeyness,6,300.0,3,48,False
total_holeyness,7,1460.0,30,113,False
total_holeyness,8,0.0,0,41,False
total_holeyness,9,240.0,6,56,False
total_holeyness,10,2320.0,46,155,False
total_holeyness,11,220.0,5,51,False
total_holeyness,12,1100.0,22,95,False
total_holeyness,13,640.0,14,72,False
total_holeyness,14,0.0,0,35,False
total_holeyness,15,120.0,3,44,False
total_holeyness,16,620.0,14,73,False
total_holeyness,17,560.0,13,72,False
total_holeyness,18,2180.0,23,96,False
total_holeyness,19,480.0,12,68,False
total_holeyness,20,200.0,5,52,False
total_holeyness,21,560.0,13,70,False
total_holeyness,22,140.0,3,44,False
total_holeyness,23,80.0,2,41,False
total_holeyness,24,1020.0,23,97,False
total_holeyness,25,200.0,5,51,False
total_holeyness,26,680.0,16,79,False
total_holeyness,27,1060.0,24,96,False
total_holeyness,28,40.0,1,41,False
total_holeyness,29,0.0,0,38,False
total_holeyness,30,1360.0,27,108,False
total_holeyness,31,300.0,7,59,False
total_holeyness,32,80.0,2,44,False
total_holeyness,33,1120.0,26,104,False
total_holeyness,34,380.0,9,59,False
total_holeyness,35,360.0,8,61,False
total_holeyness,36,40.0,1,39,False
total_holeyness,37,640.0,15,79,False
total_holeyness,38,1040.0,21,95,False
total_holeyness,39,980.0,19,87,False
total_holeyness,40,540.0,9,60,False
total_holeyness,41,40.0,1,41,False
total_holeyness,42,560.0,13,73,False
total_holeyness,43,520.0,13,72,False
total_holeyness,44,860.0,16,79,False
total_holeyness,45,500.0,11,65,False
total_holeyness,46,560.0,14,76,False
total_holeyness,47,340.0,8,59,False
total_holeyness,48,200.0,5,51,False
total_holeyness,49,1400.0,32,118,False
total_holeyness,50,1060.0,21,92,False
total_holeyness,51,420.0,10,66,False
total_holeyness,52,220.0,5,52,False
total_holeyness,53,220.0,5,44,False
total_holeyness,54,660.0,12,70,False
total_holeyness,55,300.0,7,56,False
total_holeyness,56,1100.0,21,88,False
total_holeyness,57,580.0,12,68,False
total_holeyness,58,600.0,10,64,False
total_holeyness,59,1860.0,39,140,False
total_holeyness,60,560.0,9,64,False
total_holeyness,61,320.0,8,60,False
total_holeyness,62,120.0,3,45,False
total_holeyness,63,120.0,3,47,False
total_holeyness,64,1380.0,8,60,False
total_holeyness,65,220.0,5,50,False
total_holeyness,66,0.0,0,35,False
total_holeyness,67,1200.0,27,108,False
total_holeyness,68,320.0,8,58,False
